nome_norm,uf,lat,lon,nome
catole do rocha,PB,-6.3115,-37.7212,Catolé Do Rocha
caturite,PB,-7.4153,-36.0496,Caturité
conceicao,PB,-7.5242,-38.5201,Conceição
condado,PB,-6.8836,-37.6216,Condado
conde,PB,-7.3323,-34.826,Conde
congo,PB,-7.792,-36.628,Congo
coremas,PB,-7.0475,-37.9726,Coremas
coxixola,PB,-7.6513,-36.6184,Coxixola
cruz do espirito santo,PB,-7.1411,-35.1119,Cruz Do Espírito Santo
cubati,PB,-6.848,-36.3278,Cubati
cuite,PB,-6.5286,-36.0496,Cuité
cuitegi,PB,-6.8906,-35.5304,Cuitegi
cuite de mamanguape,PB,-6.8965,-35.2496,Cuité De Mamanguape
curral de cima,PB,-6.7302,-35.2896,Curral De Cima
curral velho,PB,-7.531,-38.1683,Curral Velho
damiao,PB,-6.6514,-35.9399,Damião
desterro,PB,-7.2962,-37.0794,Desterro
vista serrana,PB,-6.7531,-37.5717,Vista Serrana
diamante,PB,-7.4443,-38.313,Diamante
dona ines,PB,-6.6046,-35.6231,Dona Inês
duas estradas,PB,-6.7144,-35.401,Duas Estradas
emas,PB,-7.0978,-37.7683,Emas
esperanca,PB,-7.0032,-35.8882,Esperança
fagundes,PB,-7.3774,-35.779,Fagundes
frei martinho,PB,-6.3988,-36.4254,Frei Martinho
gado bravo,PB,-7.5696,-35.816,Gado Bravo
guarabira,PB,-6.8624,-35.4507,Guarabira
gurinhem,PB,-7.1453,-35.4391,Gurinhém
gurjao,PB,-7.2687,-36.4949,Gurjão
ibiara,PB,-7.5066,-38.4077,Ibiara
imaculada,PB,-7.3665,-37.5664,Imaculada
inga,PB,-7.2436,-35.6248,Ingá
itabaiana,PB,-7.348,-35.3592,Itabaiana
itaporanga,PB,-7.2765,-38.1949,Itaporanga
itapororoca,PB,-6.8118,-35.2617,Itapororoca
itatuba,PB,-7.4054,-35.6453,Itatuba
jacarau,PB,-6.5903,-35.2814,Jacaraú
jerico,PB,-6.5115,-37.8083,Jericó
joao pessoa,PB,-7.1403,-34.8789,João Pessoa
juarez tavora,PB,-7.1596,-35.5536,Juarez Távora
juazeirinho,PB,-7.0344,-36.5803,Juazeirinho
junco do serido,PB,-6.9767,-36.7455,Junco Do Seridó
juripiranga,PB,-7.3533,-35.2038,Juripiranga
juru,PB,-7.518,-37.7849,Juru
lagoa,PB,-6.5897,-37.8887,Lagoa
lagoa de dentro,PB,-6.6733,-35.3498,Lagoa De Dentro
lagoa seca,PB,-7.1456,-35.8716,Lagoa Seca
lastro,PB,-6.5485,-38.1744,Lastro
livramento,PB,-7.3224,-36.9264,Livramento
logradouro,PB,-6.5292,-35.4307,Logradouro
lucena,PB,-6.9263,-34.895,Lucena
mae d'agua,PB,-7.2431,-37.4224,Mãe D'água
malta,PB,-6.8934,-37.525,Malta
mamanguape,PB,-6.6958,-35.1438,Mamanguape
manaira,PB,-7.6975,-38.1827,Manaíra
marcacao,PB,-6.75,-34.9909,Marcação
mari,PB,-7.0244,-35.3108,Mari
marizopolis,PB,-6.8372,-38.3374,Marizópolis
massaranduba,PB,-7.2007,-35.7478,Massaranduba
mataraca,PB,-6.55,-35.0519,Mataraca
matinhas,PB,-7.1129,-35.7633,Matinhas
mato grosso,PB,-6.5512,-37.737,Mato Grosso
matureia,PB,-7.2901,-37.3536,Maturéia
mogeiro,PB,-7.2812,-35.4858,Mogeiro
montadas,PB,-7.0906,-35.9327,Montadas
monte horebe,PB,-7.2066,-38.5167,Monte Horebe
monteiro,PB,-7.8937,-37.169,Monteiro
mulungu,PB,-7.0016,-35.4177,Mulungu
natuba,PB,-7.5683,-35.5653,Natuba
nazarezinho,PB,-6.9425,-38.3338,Nazarezinho
nova floresta,PB,-6.4648,-36.1986,Nova Floresta
nova olinda,PB,-7.4625,-38.0262,Nova Olinda
nova palmeira,PB,-6.6702,-36.425,Nova Palmeira
olho d'agua,PB,-7.2956,-37.7515,Olho D'água
olivedos,PB,-6.981,-36.2348,Olivedos
ouro velho,PB,-7.5949,-37.1232,Ouro Velho
parari,PB,-7.3245,-36.6677,Parari
passagem,PB,-7.1235,-37.0372,Passagem
patos,PB,-7.0109,-37.3366,Patos
paulista,PB,-6.59,-37.5937,Paulista
pedra branca,PB,-7.4486,-38.0786,Pedra Branca
pedra lavrada,PB,-6.7571,-36.3973,Pedra Lavrada
pedras de fogo,PB,-7.3494,-35.0656,Pedras De Fogo
pianco,PB,-7.1852,-37.9499,Piancó
picui,PB,-6.4766,-36.3426,Picuí
pilar,PB,-7.2632,-35.2641,Pilar
piloes,PB,-6.8803,-35.605,Pilões
piloezinhos,PB,-6.8399,-35.534,Pilõezinhos
pirpirituba,PB,-6.7739,-35.4706,Pirpirituba
pitimbu,PB,-7.4298,-34.843,Pitimbu
pocinhos,PB,-7.0245,-36.0866,Pocinhos
poco dantas,PB,-6.3885,-38.5087,Poço Dantas
poco de jose de moura,PB,-6.5788,-38.5013,Poço De José De Moura
pombal,PB,-6.7838,-37.8803,Pombal
prata,PB,-7.6826,-37.0939,Prata
princesa isabel,PB,-7.6385,-38.0124,Princesa Isabel
puxinana,PB,-7.1451,-35.9589,Puxinanã
queimadas,PB,-7.4004,-35.9218,Queimadas
quixaba,PB,-7.0366,-37.1098,Quixaba
remigio,PB,-6.9271,-35.8667,Remígio
pedro regis,PB,-6.6687,-35.2886,Pedro Régis
riachao,PB,-6.5467,-35.6603,Riachão
riachao do bacamarte,PB,-7.2431,-35.6684,Riachão Do Bacamarte
riachao do poco,PB,-7.1482,-35.283,Riachão Do Poço
riacho de santo antonio,PB,-7.6609,-36.125,Riacho De Santo Antônio
riacho dos cavalos,PB,-6.4893,-37.6014,Riacho Dos Cavalos
rio tinto,PB,-6.7705,-35.0404,Rio Tinto
salgadinho,PB,-7.0982,-36.842,Salgadinho
salgado de sao felix,PB,-7.3962,-35.4463,Salgado De São Félix
santa cecilia,PB,-7.7248,-35.9187,Santa Cecília
santa cruz,PB,-6.5337,-38.0544,Santa Cruz
santa helena,PB,-6.7126,-38.5917,Santa Helena
santa ines,PB,-7.6602,-38.567,Santa Inês
santa luzia,PB,-6.9209,-36.9155,Santa Luzia
santana de mangueira,PB,-7.6259,-38.3203,Santana De Mangueira
santana dos garrotes,PB,-7.3663,-37.9608,Santana Dos Garrotes
joca claudino,PB,-6.4666,-38.4857,Joca Claudino
santa rita,PB,-7.0949,-34.9891,Santa Rita
santa teresinha,PB,-7.1003,-37.441,Santa Teresinha
santo andre,PB,-7.2112,-36.5994,Santo André
sao bento,PB,-6.4707,-37.4755,São Bento
sao bentinho,PB,-6.8845,-37.7087,São Bentinho
sao domingos do cariri,PB,-7.583,-36.3885,São Domingos Do Cariri
sao domingos,PB,-6.8104,-37.9413,São Domingos
sao francisco,PB,-6.6236,-38.0449,São Francisco
sao joao do cariri,PB,-7.4361,-36.5058,São João Do Cariri
sao joao do tigre,PB,-8.0937,-36.7341,São João Do Tigre
sao jose da lagoa tapada,PB,-6.9356,-38.1316,São José Da Lagoa Tapada
sao jose de caiana,PB,-7.2488,-38.3129,São José De Caiana
sao jose de espinharas,PB,-6.79,-37.4159,São José De Espinharas
sao jose dos ramos,PB,-7.2419,-35.3628,São José Dos Ramos
sao jose de piranhas,PB,-7.0891,-38.5042,São José De Piranhas
sao jose de princesa,PB,-7.7021,-38.099,São José De Princesa
sao jose do bonfim,PB,-7.1544,-37.3232,São José Do Bonfim
sao jose do brejo do cruz,PB,-6.2438,-37.3687,São José Do Brejo Do Cruz
sao jose do sabugi,PB,-6.8163,-36.8182,São José Do Sabugi
sao jose dos cordeiros,PB,-7.4142,-36.8484,São José Dos Cordeiros
sao mamede,PB,-6.9304,-37.0705,São Mamede
sao miguel de taipu,PB,-7.2288,-35.2009,São Miguel De Taipu
sao sebastiao de lagoa de roca,PB,-7.0802,-35.8565,São Sebastião De Lagoa De Roça
sao sebastiao do umbuzeiro,PB,-8.1642,-37.0182,São Sebastião Do Umbuzeiro
sape,PB,-7.0445,-35.196,Sapé
sao vicente do serido,PB,-6.8928,-36.476,São Vicente Do Seridó
serra branca,PB,-7.5612,-36.7249,Serra Branca
serra da raiz,PB,-6.7111,-35.4511,Serra Da Raiz
serra grande,PB,-7.2271,-38.3765,Serra Grande
serra redonda,PB,-7.1638,-35.6546,Serra Redonda
serraria,PB,-6.8257,-35.6412,Serraria
sertaozinho,PB,-6.7479,-35.4218,Sertãozinho
sobrado,PB,-7.1659,-35.2566,Sobrado
solanea,PB,-6.7449,-35.7193,Solânea
soledade,PB,-7.1065,-36.3658,Soledade
sossego,PB,-6.6931,-36.203,Sossêgo
sousa,PB,-6.7418,-38.2417,Sousa
sume,PB,-7.6321,-36.9224,Sumé
tacima,PB,-6.5441,-35.535,Tacima
taperoa,PB,-7.2114,-36.8131,Taperoá
tavares,PB,-7.6018,-37.8622,Tavares
teixeira,PB,-7.2422,-37.2617,Teixeira
tenorio,PB,-6.9492,-36.6133,Tenório
triunfo,PB,-6.5849,-38.5521,Triunfo
uirauna,PB,-6.5033,-38.3948,Uiraúna
umbuzeiro,PB,-7.6657,-35.7293,Umbuzeiro
varzea,PB,-6.7869,-37.0237,Várzea
vieiropolis,PB,-6.5549,-38.2766,Vieirópolis
zabele,PB,-8.0732,-37.0989,Zabelê
abreu e lima,PE,-7.8761,-35.0053,Abreu E Lima
afogados da ingazeira,PE,-7.7233,-37.6354,Afogados Da Ingazeira
afranio,PE,-8.5901,-41.055,Afrânio
agrestina,PE,-8.4473,-35.9366,Agrestina
agua preta,PE,-8.7057,-35.4766,Água Preta
aguas belas,PE,-9.1103,-37.0332,Águas Belas
alagoinha,PE,-8.5081,-36.7656,Alagoinha
alianca,PE,-7.6027,-35.1624,Aliança
altinho,PE,-8.4702,-36.0822,Altinho
amaraji,PE,-8.3538,-35.4808,Amaraji
angelim,PE,-8.8692,-36.2838,Angelim
aracoiaba,PE,-7.8004,-35.0791,Araçoiaba
araripina,PE,-7.6548,-40.5155,Araripina
arcoverde,PE,-8.3801,-36.9871,Arcoverde
barra de guabiraba,PE,-8.4023,-35.629,Barra De Guabiraba
barreiros,PE,-8.8164,-35.2187,Barreiros
belem de maria,PE,-8.5875,-35.8185,Belém De Maria
belem do sao francisco,PE,-8.5346,-39.0101,Belém Do São Francisco
belo jardim,PE,-8.2743,-36.4309,Belo Jardim
betania,PE,-8.2667,-38.0253,Betânia
bezerros,PE,-8.2441,-35.7835,Bezerros
bodoco,PE,-7.714,-39.9493,Bodocó
bom conselho,PE,-9.1823,-36.6677,Bom Conselho
bom jardim,PE,-7.7637,-35.5517,Bom Jardim
bonito,PE,-8.4921,-35.7001,Bonito
brejao,PE,-9.0063,-36.5471,Brejão
brejinho,PE,-7.3467,-37.3357,Brejinho
brejo da madre de deus,PE,-8.0965,-36.254,Brejo Da Madre De Deus
buenos aires,PE,-7.7301,-35.3482,Buenos Aires
buique,PE,-8.6386,-37.1087,Buíque
cabo de santo agostinho,PE,-8.2511,-35.0931,Cabo De Santo Agostinho
cabrobo,PE,-8.3998,-39.3106,Cabrobó
cachoeirinha,PE,-8.4677,-36.291,Cachoeirinha
caetes,PE,-8.8111,-36.6594,Caetés
calcado,PE,-8.7746,-36.312,Calçado
calumbi,PE,-7.9973,-38.0669,Calumbi
camaragibe,PE,-7.9774,-34.9979,Camaragibe
camocim de sao felix,PE,-8.3355,-35.763,Camocim De São Félix
camutanga,PE,-7.4284,-35.283,Camutanga
canhotinho,PE,-8.874,-36.1805,Canhotinho
capoeiras,PE,-8.6768,-36.5784,Capoeiras
carnaiba,PE,-7.7423,-37.7355,Carnaíba
carnaubeira da penha,PE,-8.4084,-38.7616,Carnaubeira Da Penha
carpina,PE,-7.8176,-35.3164,Carpina
caruaru,PE,-8.204,-35.9945,Caruaru
casinhas,PE,-7.7663,-35.715,Casinhas
catende,PE,-8.6738,-35.7378,Catende
cedro,PE,-7.714,-39.2319,Cedro
cha de alegria,PE,-7.9903,-35.221,Chã De Alegria
cha grande,PE,-8.2202,-35.4709,Chã Grande
condado,PE,-7.5866,-35.084,Condado
correntes,PE,-9.1162,-36.3343,Correntes
cortes,PE,-8.4362,-35.5373,Cortês
cumaru,PE,-8.0242,-35.7211,Cumaru
cupira,PE,-8.5747,-35.9175,Cupira
custodia,PE,-8.1565,-37.6762,Custódia
dormentes,PE,-8.4462,-40.6112,Dormentes
escada,PE,-8.3685,-35.2825,Escada
exu,PE,-7.546,-39.6804,Exu
feira nova,PE,-7.9399,-35.3793,Feira Nova
fernando de noronha,PE,-3.8522,-32.417,Fernando De Noronha
ferreiros,PE,-7.4787,-35.2419,Ferreiros
flores,PE,-7.9413,-37.9163,Flores
floresta,PE,-8.5691,-38.2865,Floresta
frei miguelinho,PE,-7.9292,-35.9023,Frei Miguelinho
gameleira,PE,-8.5989,-35.3979,Gameleira
garanhuns,PE,-8.9309,-36.5317,Garanhuns
gloria do goita,PE,-8.0127,-35.3378,Glória Do Goitá
goiana,PE,-7.5817,-34.9636,Goiana
granito,PE,-7.7567,-39.6621,Granito
gravata,PE,-8.221,-35.5338,Gravatá
iati,PE,-9.1884,-36.9237,Iati
ibimirim,PE,-8.5844,-37.5921,Ibimirim
ibirajuba,PE,-8.6052,-36.2068,Ibirajuba
igarassu,PE,-7.7874,-34.9759,Igarassu
iguaracy,PE,-7.8412,-37.403,Iguaracy
inaja,PE,-8.7951,-37.8043,Inajá
ingazeira,PE,-7.6911,-37.4028,Ingazeira
ipojuca,PE,-8.4398,-35.0484,Ipojuca
ipubi,PE,-7.4842,-40.2304,Ipubi
itacuruba,PE,-8.7654,-38.708,Itacuruba
itaiba,PE,-8.9671,-37.3311,Itaíba
ilha de itamaraca,PE,-7.7716,-34.8468,Ilha De Itamaracá
itambe,PE,-7.4603,-35.1646,Itambé
itapetim,PE,-7.3936,-37.1408,Itapetim
itapissuma,PE,-7.7262,-34.8991,Itapissuma
itaquitinga,PE,-7.6851,-35.0362,Itaquitinga
jaboatao dos guararapes,PE,-8.1628,-34.9891,Jaboatão Dos Guararapes
jaqueira,PE,-8.7301,-35.8121,Jaqueira
jatauba,PE,-8.0594,-36.5729,Jataúba
jatoba,PE,-9.2131,-38.2177,Jatobá
joao alfredo,PE,-7.8568,-35.5762,João Alfredo
joaquim nabuco,PE,-8.5515,-35.5352,Joaquim Nabuco
jucati,PE,-8.7264,-36.4711,Jucati
jupi,PE,-8.7489,-36.3792,Jupi
jurema,PE,-8.7568,-36.1317,Jurema
lagoa do carro,PE,-7.8438,-35.336,Lagoa Do Carro
lagoa de itaenga,PE,-7.9004,-35.2915,Lagoa De Itaenga
lagoa do ouro,PE,-9.1752,-36.464,Lagoa Do Ouro
lagoa dos gatos,PE,-8.6774,-35.8823,Lagoa Dos Gatos
lagoa grande,PE,-8.8303,-40.2116,Lagoa Grande
lajedo,PE,-8.6492,-36.2762,Lajedo
limoeiro,PE,-7.8328,-35.4481,Limoeiro
macaparana,PE,-7.5393,-35.4523,Macaparana
machados,PE,-7.6966,-35.5077,Machados
manari,PE,-8.8998,-37.555,Manari
maraial,PE,-8.8246,-35.7705,Maraial
mirandiba,PE,-8.1443,-38.7245,Mirandiba
moreno,PE,-8.1422,-35.1413,Moreno
nazare da mata,PE,-7.7216,-35.2247,Nazaré Da Mata
olinda,PE,-7.9798,-34.8634,Olinda
orobo,PE,-7.6879,-35.5653,Orobó
oroco,PE,-8.4657,-39.5901,Orocó
ouricuri,PE,-8.0088,-40.1893,Ouricuri
palmares,PE,-8.6464,-35.6327,Palmares
palmeirina,PE,-8.9978,-36.2468,Palmeirina
panelas,PE,-8.6861,-36.0402,Panelas
paranatama,PE,-8.896,-36.7098,Paranatama
parnamirim,PE,-8.1983,-39.7637,Parnamirim
passira,PE,-8.0124,-35.528,Passira
paudalho,PE,-7.8847,-35.1604,Paudalho
paulista,PE,-7.9256,-34.8917,Paulista
pedra,PE,-8.6584,-36.8837,Pedra
pesqueira,PE,-8.4156,-36.7509,Pesqueira
petrolandia,PE,-8.8998,-38.3026,Petrolândia
petrolina,PE,-9.074,-40.5578,Petrolina
pocao,PE,-8.2038,-36.7136,Poção
pombos,PE,-8.1953,-35.3952,Pombos
primavera,PE,-8.3446,-35.3796,Primavera
quipapa,PE,-8.8115,-36.0173,Quipapá
quixaba,PE,-7.7087,-37.8482,Quixaba
recife,PE,-8.0126,-34.9516,Recife
riacho das almas,PE,-8.0901,-35.8583,Riacho Das Almas
ribeirao,PE,-8.4907,-35.3832,Ribeirão
rio formoso,PE,-8.6665,-35.2319,Rio Formoso
saire,PE,-8.3039,-35.6872,Sairé
salgadinho,PE,-7.9083,-35.5957,Salgadinho
salgueiro,PE,-8.0604,-39.0762,Salgueiro
saloa,PE,-8.9983,-36.7311,Saloá
sanharo,PE,-8.3233,-36.5198,Sanharó
santa cruz,PE,-8.2792,-40.2795,Santa Cruz
santa cruz da baixa verde,PE,-7.8391,-38.1731,Santa Cruz Da Baixa Verde
santa cruz do capibaribe,PE,-7.8886,-36.3085,Santa Cruz Do Capibaribe
santa filomena,PE,-8.2541,-40.5855,Santa Filomena
santa maria da boa vista,PE,-8.6211,-39.9187,Santa Maria Da Boa Vista
santa maria do cambuca,PE,-7.8055,-35.8852,Santa Maria Do Cambucá
santa terezinha,PE,-7.415,-37.4357,Santa Terezinha
sao benedito do sul,PE,-8.8094,-35.9145,São Benedito Do Sul
sao bento do una,PE,-8.5321,-36.4769,São Bento Do Una
sao caitano,PE,-8.3284,-36.1508,São Caitano
sao joao,PE,-8.841,-36.3824,São João
sao joaquim do monte,PE,-8.4589,-35.8409,São Joaquim Do Monte
sao jose da coroa grande,PE,-8.8719,-35.1725,São José Da Coroa Grande
sao jose do belmonte,PE,-7.8789,-38.7267,São José Do Belmonte
sao jose do egito,PE,-7.5059,-37.2668,São José Do Egito
sao lourenco da mata,PE,-8.0059,-35.0778,São Lourenço Da Mata
sao vicente ferrer,PE,-7.6004,-35.4888,São Vicente Férrer
serra talhada,PE,-8.0221,-38.355,Serra Talhada
serrita,PE,-7.8288,-39.4256,Serrita
sertania,PE,-8.1799,-37.3384,Sertânia
sirinhaem,PE,-8.5883,-35.1397,Sirinhaém
moreilandia,PE,-7.6012,-39.5119,Moreilândia
solidao,PE,-7.5819,-37.663,Solidão
surubim,PE,-7.8895,-35.7521,Surubim
tabira,PE,-7.589,-37.4999,Tabira
tacaimbo,PE,-8.3473,-36.254,Tacaimbó
tacaratu,PE,-8.8953,-38.026,Tacaratu
tamandare,PE,-8.7438,-35.1903,Tamandaré
taquaritinga do norte,PE,-7.8681,-36.1431,Taquaritinga Do Norte
terezinha,PE,-9.0725,-36.618,Terezinha
terra nova,PE,-8.133,-39.3841,Terra Nova
timbauba,PE,-7.5236,-35.3353,Timbaúba
toritama,PE,-7.9972,-36.0535,Toritama
tracunhaem,PE,-7.7326,-35.1601,Tracunhaém
trindade,PE,-7.7455,-40.2996,Trindade
triunfo,PE,-7.8315,-38.0614,Triunfo
tupanatinga,PE,-8.7241,-37.238,Tupanatinga
tuparetama,PE,-7.6963,-37.2598,Tuparetama
venturosa,PE,-8.5988,-36.7959,Venturosa
verdejante,PE,-7.9751,-38.9998,Verdejante
vertente do lerio,PE,-7.7698,-35.8211,Vertente Do Lério
vertentes,PE,-7.8823,-35.9806,Vertentes
vicencia,PE,-7.6631,-35.3453,Vicência
vitoria de santo antao,PE,-8.1517,-35.2843,Vitória De Santo Antão
xexeu,PE,-8.8349,-35.6434,Xexéu
agua branca,AL,-9.2482,-37.9295,Água Branca
anadia,AL,-9.6589,-36.3309,Anadia
arapiraca,AL,-9.7562,-36.6163,Arapiraca
atalaia,AL,-9.5168,-36.084,Atalaia
barra de santo antonio,AL,-9.3701,-35.554,Barra De Santo Antônio
barra de sao miguel,AL,-9.8081,-35.9457,Barra De São Miguel
batalha,AL,-9.7009,-37.1063,Batalha
belem,AL,-9.5599,-36.4901,Belém
belo monte,AL,-9.8233,-37.19,Belo Monte
boca da mata,AL,-9.6485,-36.1756,Boca Da Mata
branquinha,AL,-9.2085,-36.0299,Branquinha
cacimbinhas,AL,-9.4375,-36.9232,Cacimbinhas
cajueiro,AL,-9.4049,-36.161,Cajueiro
campestre,AL,-8.894,-35.5389,Campestre
campo alegre,AL,-9.8119,-36.2717,Campo Alegre
campo grande,AL,-9.9539,-36.7586,Campo Grande
canapi,AL,-9.1184,-37.5281,Canapi
capela,AL,-9.3187,-36.0826,Capela
carneiros,AL,-9.4776,-37.3665,Carneiros
cha preta,AL,-9.2353,-36.3033,Chã Preta
coite do noia,AL,-9.625,-36.594,Coité Do Nóia
colonia leopoldina,AL,-8.9255,-35.7417,Colônia Leopoldina
coqueiro seco,AL,-9.6417,-35.8124,Coqueiro Seco
coruripe,AL,-10.0817,-36.2402,Coruripe
craibas,AL,-9.6113,-36.7725,Craíbas
delmiro gouveia,AL,-9.4246,-38.0484,Delmiro Gouveia
dois riachos,AL,-9.3751,-37.0602,Dois Riachos
estrela de alagoas,AL,-9.4023,-36.7795,Estrela De Alagoas
feira grande,AL,-9.8961,-36.6562,Feira Grande
feliz deserto,AL,-10.2781,-36.3443,Feliz Deserto
flexeiras,AL,-9.2404,-35.7765,Flexeiras
girau do ponciano,AL,-9.7798,-36.8547,Girau Do Ponciano
ibateguara,AL,-8.9531,-35.9045,Ibateguara
igaci,AL,-9.5593,-36.6758,Igaci
igreja nova,AL,-10.1496,-36.6208,Igreja Nova
inhapi,AL,-9.234,-37.6874,Inhapi
jacare dos homens,AL,-9.644,-37.2397,Jacaré Dos Homens
jacuipe,AL,-8.8833,-35.4487,Jacuípe
japaratinga,AL,-9.0861,-35.3009,Japaratinga
jaramataia,AL,-9.6406,-36.9655,Jaramataia
jequia da praia,AL,-9.8957,-36.1163,Jequiá Da Praia
joaquim gomes,AL,-9.0871,-35.7202,Joaquim Gomes
jundia,AL,-8.9447,-35.5419,Jundiá
junqueiro,AL,-9.8392,-36.4497,Junqueiro
lagoa da canoa,AL,-9.802,-36.7463,Lagoa Da Canoa
limoeiro de anadia,AL,-9.7423,-36.4821,Limoeiro De Anadia
maceio,AL,-9.5754,-35.7138,Maceió
major isidoro,AL,-9.5244,-36.9969,Major Isidoro
maragogi,AL,-8.9251,-35.301,Maragogi
maravilha,AL,-9.2311,-37.3851,Maravilha
marechal deodoro,AL,-9.6889,-35.9172,Marechal Deodoro
maribondo,AL,-9.5622,-36.2792,Maribondo
mar vermelho,AL,-9.4664,-36.4053,Mar Vermelho
mata grande,AL,-9.0148,-37.7573,Mata Grande
matriz de camaragibe,AL,-9.0968,-35.579,Matriz De Camaragibe
messias,AL,-9.3364,-35.8081,Messias
minador do negrao,AL,-9.3277,-36.8685,Minador Do Negrão
monteiropolis,AL,-9.602,-37.2809,Monteirópolis
murici,AL,-9.3136,-35.9655,Murici
novo lino,AL,-8.9617,-35.6254,Novo Lino
olho d'agua das flores,AL,-9.5393,-37.2533,Olho D'água Das Flores
olho d'agua do casado,AL,-9.4271,-37.8029,Olho D'água Do Casado
olho d'agua grande,AL,-10.0461,-36.8086,Olho D'água Grande
olivenca,AL,-9.4778,-37.1592,Olivença
ouro branco,AL,-9.1149,-37.3711,Ouro Branco
palestina,AL,-9.6767,-37.2969,Palestina
palmeira dos indios,AL,-9.4235,-36.6091,Palmeira Dos Índios
pao de acucar,AL,-9.6388,-37.5003,Pão De Açúcar
pariconha,AL,-9.2339,-38.0291,Pariconha
paripueira,AL,-9.435,-35.6109,Paripueira
passo de camaragibe,AL,-9.2239,-35.5246,Passo De Camaragibe
paulo jacinto,AL,-9.3546,-36.404,Paulo Jacinto
penedo,AL,-10.236,-36.4737,Penedo
piacabucu,AL,-10.3806,-36.4388,Piaçabuçu
pilar,AL,-9.6163,-36.0204,Pilar
pindoba,AL,-9.4719,-36.2923,Pindoba
piranhas,AL,-9.5214,-37.7301,Piranhas
poco das trincheiras,AL,-9.2809,-37.3143,Poço Das Trincheiras
porto calvo,AL,-9.0396,-35.4021,Porto Calvo
porto de pedras,AL,-9.1374,-35.4217,Porto De Pedras
porto real do colegio,AL,-10.1106,-36.7242,Porto Real Do Colégio
quebrangulo,AL,-9.2902,-36.4708,Quebrangulo
rio largo,AL,-9.4705,-35.8808,Rio Largo
roteiro,AL,-9.8635,-35.988,Roteiro
santa luzia do norte,AL,-9.6061,-35.8237,Santa Luzia Do Norte
santana do ipanema,AL,-9.3456,-37.1724,Santana Do Ipanema
santana do mundau,AL,-9.1114,-36.191,Santana Do Mundaú
sao bras,AL,-10.1071,-36.8649,São Brás
sao jose da laje,AL,-8.9953,-36.0516,São José Da Laje
sao jose da tapera,AL,-9.5358,-37.5252,São José Da Tapera
sao luis do quitunde,AL,-9.2243,-35.6314,São Luís Do Quitunde
sao miguel dos campos,AL,-9.7665,-36.0843,São Miguel Dos Campos
sao miguel dos milagres,AL,-9.2262,-35.407,São Miguel Dos Milagres
sao sebastiao,AL,-9.9568,-36.5508,São Sebastião
satuba,AL,-9.5677,-35.8347,Satuba
senador rui palmeira,AL,-9.3763,-37.5075,Senador Rui Palmeira
tanque d'arca,AL,-9.5712,-36.4103,Tanque D'arca
taquarana,AL,-9.6012,-36.4872,Taquarana
teotonio vilela,AL,-9.9639,-36.4068,Teotônio Vilela
traipu,AL,-9.8666,-36.9698,Traipu
uniao dos palmares,AL,-9.1017,-36.0387,União Dos Palmares
vicosa,AL,-9.3628,-36.2915,Viçosa
amparo do sao francisco,SE,-10.1541,-36.9238,Amparo Do São Francisco
aquidaba,SE,-10.2691,-37.072,Aquidabã
aracaju,SE,-10.9589,-37.0938,Aracaju
araua,SE,-11.2975,-37.6276,Arauá
areia branca,SE,-10.7603,-37.3196,Areia Branca
barra dos coqueiros,SE,-10.8278,-36.9264,Barra Dos Coqueiros
boquim,SE,-11.1183,-37.6061,Boquim
brejo grande,SE,-10.4783,-36.4729,Brejo Grande
campo do brito,SE,-10.7659,-37.5117,Campo Do Brito
canhoba,SE,-10.1474,-36.9895,Canhoba
caninde de sao francisco,SE,-9.7063,-37.9416,Canindé De São Francisco
capela,SE,-10.4317,-37.0614,Capela
carira,SE,-10.3131,-37.7262,Carira
carmopolis,SE,-10.6649,-36.9528,Carmópolis
cedro de sao joao,SE,-10.2701,-36.8989,Cedro De São João
cristinapolis,SE,-11.5003,-37.7403,Cristinápolis
cumbe,SE,-10.3381,-37.191,Cumbe
divina pastora,SE,-10.6626,-37.1639,Divina Pastora
estancia,SE,-11.2393,-37.4256,Estância
feira nova,SE,-10.2855,-37.3207,Feira Nova
frei paulo,SE,-10.5399,-37.5805,Frei Paulo
gararu,SE,-10.036,-37.226,Gararu
general maynard,SE,-10.6906,-36.9748,General Maynard
gracho cardoso,SE,-10.2051,-37.2142,Gracho Cardoso
ilha das flores,SE,-10.4407,-36.5414,Ilha Das Flores
indiaroba,SE,-11.4818,-37.5296,Indiaroba
itabaiana,SE,-10.6633,-37.4165,Itabaiana
itabaianinha,SE,-11.2578,-37.8018,Itabaianinha
itabi,SE,-10.0857,-37.1841,Itabi
itaporanga d'ajuda,SE,-11.0232,-37.3368,Itaporanga D'ajuda
japaratuba,SE,-10.5187,-36.8957,Japaratuba
japoata,SE,-10.4193,-36.8152,Japoatã
lagarto,SE,-10.8984,-37.6704,Lagarto
laranjeiras,SE,-10.8005,-37.1718,Laranjeiras
macambira,SE,-10.6745,-37.611,Macambira
malhada dos bois,SE,-10.3212,-36.9333,Malhada Dos Bois
malhador,SE,-10.6779,-37.2937,Malhador
maruim,SE,-10.718,-37.1041,Maruim
moita bonita,SE,-10.5944,-37.3283,Moita Bonita
monte alegre de sergipe,SE,-10.0728,-37.6108,Monte Alegre De Sergipe
muribeca,SE,-10.3762,-36.9734,Muribeca
neopolis,SE,-10.3511,-36.668,Neópolis
