nome_norm,uf,lat,lon,nome
santo inacio,PR,-22.7356,-51.8106,Santo Inácio
sao carlos do ivai,PR,-23.3406,-52.4883,São Carlos Do Ivaí
sao jeronimo da serra,PR,-23.6472,-50.829,São Jerônimo Da Serra
sao joao,PR,-25.7629,-52.8106,São João
sao joao do caiua,PR,-22.8491,-52.3314,São João Do Caiuá
sao joao do ivai,PR,-23.9733,-51.8942,São João Do Ivaí
sao joao do triunfo,PR,-25.6926,-50.2933,São João Do Triunfo
sao jorge d'oeste,PR,-25.6611,-52.9697,São Jorge D'oeste
sao jorge do ivai,PR,-23.4291,-52.3151,São Jorge Do Ivaí
sao jorge do patrocinio,PR,-23.7506,-53.9308,São Jorge Do Patrocínio
sao jose da boa vista,PR,-23.9496,-49.6461,São José Da Boa Vista
sao jose das palmeiras,PR,-24.8313,-54.1237,São José Das Palmeiras
sao jose dos pinhais,PR,-25.6848,-49.0636,São José Dos Pinhais
sao manoel do parana,PR,-23.3745,-52.5988,São Manoel Do Paraná
sao mateus do sul,PR,-25.9137,-50.4839,São Mateus Do Sul
sao miguel do iguacu,PR,-25.4034,-54.2291,São Miguel Do Iguaçu
sao pedro do iguacu,PR,-24.8958,-53.9076,São Pedro Do Iguaçu
sao pedro do ivai,PR,-23.8361,-51.8948,São Pedro Do Ivaí
sao pedro do parana,PR,-22.7983,-53.2066,São Pedro Do Paraná
sao sebastiao da amoreira,PR,-23.4322,-50.7181,São Sebastião Da Amoreira
sao tome,PR,-23.5222,-52.5059,São Tomé
sapopema,PR,-23.8894,-50.6172,Sapopema
sarandi,PR,-23.4609,-51.8625,Sarandi
saudade do iguacu,PR,-25.7276,-52.611,Saudade Do Iguaçu
senges,PR,-24.1851,-49.4697,Sengés
serranopolis do iguacu,PR,-25.4808,-54.0412,Serranópolis Do Iguaçu
sertaneja,PR,-22.9485,-50.9008,Sertaneja
sertanopolis,PR,-23.0259,-51.0253,Sertanópolis
siqueira campos,PR,-23.6283,-49.8046,Siqueira Campos
sulina,PR,-25.6678,-52.7112,Sulina
tamarana,PR,-23.8145,-51.0226,Tamarana
tamboara,PR,-23.1854,-52.4715,Tamboara
tapejara,PR,-23.6369,-52.9037,Tapejara
tapira,PR,-23.2841,-53.1338,Tapira
teixeira soares,PR,-25.2952,-50.4246,Teixeira Soares
telemaco borba,PR,-24.2174,-50.5855,Telêmaco Borba
terra boa,PR,-23.6778,-52.3514,Terra Boa
terra rica,PR,-22.7306,-52.6909,Terra Rica
terra roxa,PR,-24.2055,-54.0817,Terra Roxa
tibagi,PR,-24.7065,-50.4996,Tibagi
tijucas do sul,PR,-25.9012,-49.1202,Tijucas Do Sul
toledo,PR,-24.6989,-53.8119,Toledo
tomazina,PR,-23.6941,-49.9814,Tomazina
tres barras do parana,PR,-25.4275,-53.2213,Três Barras Do Paraná
tunas do parana,PR,-24.9712,-48.9088,Tunas Do Paraná
tuneiras do oeste,PR,-23.867,-52.8556,Tuneiras Do Oeste
tupassi,PR,-24.638,-53.5129,Tupãssi
turvo,PR,-24.9427,-51.4752,Turvo
ubirata,PR,-24.5255,-53.0094,Ubiratã
umuarama,PR,-23.674,-53.3799,Umuarama
uniao da vitoria,PR,-26.0938,-51.092,União Da Vitória
uniflor,PR,-23.0557,-52.0946,Uniflor
urai,PR,-23.194,-50.8108,Uraí
wenceslau braz,PR,-23.8732,-49.7987,Wenceslau Braz
ventania,PR,-24.1795,-50.2404,Ventania
vera cruz do oeste,PR,-24.9485,-53.9409,Vera Cruz Do Oeste
vere,PR,-25.8593,-52.9322,Verê
alto paraiso,PR,-23.5209,-53.8451,Alto Paraíso
doutor ulysses,PR,-24.6115,-49.3892,Doutor Ulysses
virmond,PR,-25.4284,-52.2409,Virmond
vitorino,PR,-26.2269,-52.8068,Vitorino
xambre,PR,-23.7299,-53.6072,Xambrê
abdon batista,SC,-27.5833,-51.0303,Abdon Batista
abelardo luz,SC,-26.5778,-52.2593,Abelardo Luz
agrolandia,SC,-27.4594,-49.8165,Agrolândia
agronomica,SC,-27.3016,-49.7227,Agronômica
agua doce,SC,-26.8121,-51.6269,Água Doce
aguas de chapeco,SC,-27.048,-52.9682,Águas De Chapecó
aguas frias,SC,-26.8573,-52.8521,Águas Frias
aguas mornas,SC,-27.7306,-48.9209,Águas Mornas
alfredo wagner,SC,-27.701,-49.3446,Alfredo Wagner
alto bela vista,SC,-27.4115,-51.9295,Alto Bela Vista
anchieta,SC,-26.5347,-53.362,Anchieta
angelina,SC,-27.5458,-49.0635,Angelina
anita garibaldi,SC,-27.717,-51.0958,Anita Garibaldi
anitapolis,SC,-27.8574,-49.1232,Anitápolis
antonio carlos,SC,-27.4861,-48.8158,Antônio Carlos
apiuna,SC,-27.1187,-49.3638,Apiúna
arabuta,SC,-27.1403,-52.178,Arabutã
araquari,SC,-26.4347,-48.7672,Araquari
ararangua,SC,-28.9344,-49.4778,Araranguá
armazem,SC,-28.2377,-49.0044,Armazém
arroio trinta,SC,-26.9199,-51.3508,Arroio Trinta
arvoredo,SC,-27.0541,-52.4491,Arvoredo
ascurra,SC,-26.9717,-49.3795,Ascurra
atalanta,SC,-27.4302,-49.7462,Atalanta
aurora,SC,-27.3167,-49.5933,Aurora
balneario arroio do silva,SC,-29.0027,-49.4498,Balneário Arroio Do Silva
balneario camboriu,SC,-26.9951,-48.6039,Balneário Camboriú
balneario barra do sul,SC,-26.4611,-48.5983,Balneário Barra Do Sul
balneario gaivota,SC,-29.1401,-49.6176,Balneário Gaivota
bandeirante,SC,-26.7629,-53.6663,Bandeirante
barra bonita,SC,-26.6798,-53.4104,Barra Bonita
barra velha,SC,-26.6648,-48.6976,Barra Velha
bela vista do toldo,SC,-26.4309,-50.4976,Bela Vista Do Toldo
belmonte,SC,-26.8535,-53.6419,Belmonte
benedito novo,SC,-26.7643,-49.4448,Benedito Novo
biguacu,SC,-27.4232,-48.6866,Biguaçu
blumenau,SC,-26.8675,-49.1068,Blumenau
bocaina do sul,SC,-27.7305,-49.907,Bocaina Do Sul
bombinhas,SC,-27.1808,-48.4713,Bombinhas
bom jardim da serra,SC,-28.3891,-49.6579,Bom Jardim Da Serra
bom jesus,SC,-26.7285,-52.39,Bom Jesus
bom jesus do oeste,SC,-26.6834,-53.0964,Bom Jesus Do Oeste
bom retiro,SC,-27.7674,-49.6213,Bom Retiro
botuvera,SC,-27.1946,-49.1027,Botuverá
braco do norte,SC,-28.2428,-49.1599,Braço Do Norte
braco do trombudo,SC,-27.3675,-49.9059,Braço Do Trombudo
brunopolis,SC,-27.3428,-50.8316,Brunópolis
brusque,SC,-27.1258,-48.9388,Brusque
cacador,SC,-26.7716,-51.1203,Caçador
caibi,SC,-27.0204,-53.2809,Caibi
calmon,SC,-26.6363,-51.013,Calmon
camboriu,SC,-27.0849,-48.7081,Camboriú
capao alto,SC,-28.0653,-50.6171,Capão Alto
campo alegre,SC,-26.0931,-49.1704,Campo Alegre
campo belo do sul,SC,-27.7957,-50.7536,Campo Belo Do Sul
campo ere,SC,-26.4543,-53.1508,Campo Erê
campos novos,SC,-27.3831,-51.2837,Campos Novos
canelinha,SC,-27.2308,-48.7972,Canelinha
canoinhas,SC,-26.2377,-50.5195,Canoinhas
capinzal,SC,-27.4116,-51.6353,Capinzal
capivari de baixo,SC,-28.452,-48.9419,Capivari De Baixo
catanduvas,SC,-27.035,-51.7146,Catanduvas
caxambu do sul,SC,-27.1503,-52.9261,Caxambu Do Sul
celso ramos,SC,-27.6377,-51.3387,Celso Ramos
cerro negro,SC,-27.7497,-50.9495,Cerro Negro
chapadao do lageado,SC,-27.5673,-49.5422,Chapadão Do Lageado
chapeco,SC,-27.1137,-52.6747,Chapecó
cocal do sul,SC,-28.591,-49.3304,Cocal Do Sul
concordia,SC,-27.2506,-52.0244,Concórdia
cordilheira alta,SC,-26.9706,-52.6356,Cordilheira Alta
coronel freitas,SC,-26.8721,-52.7355,Coronel Freitas
coronel martins,SC,-26.532,-52.6759,Coronel Martins
corupa,SC,-26.4156,-49.2915,Corupá
correia pinto,SC,-27.5696,-50.4061,Correia Pinto
criciuma,SC,-28.7252,-49.3856,Criciúma
cunha pora,SC,-26.873,-53.1871,Cunha Porã
cunhatai,SC,-26.97,-53.102,Cunhataí
curitibanos,SC,-27.2771,-50.6287,Curitibanos
descanso,SC,-26.8556,-53.4725,Descanso
dionisio cerqueira,SC,-26.3411,-53.569,Dionísio Cerqueira
dona emma,SC,-26.9778,-49.7888,Dona Emma
doutor pedrinho,SC,-26.6788,-49.5573,Doutor Pedrinho
entre rios,SC,-26.7279,-52.5965,Entre Rios
ermo,SC,-28.9813,-49.6511,Ermo
erval velho,SC,-27.3024,-51.4123,Erval Velho
faxinal dos guedes,SC,-26.8444,-52.2496,Faxinal Dos Guedes
flor do sertao,SC,-26.7562,-53.348,Flor Do Sertão
florianopolis,SC,-27.6127,-48.4309,Florianópolis
formosa do sul,SC,-26.6299,-52.8,Formosa Do Sul
forquilhinha,SC,-28.7734,-49.4945,Forquilhinha
fraiburgo,SC,-27.0536,-50.8506,Fraiburgo
frei rogerio,SC,-27.2094,-50.7621,Frei Rogério
galvao,SC,-26.4588,-52.6768,Galvão
garopaba,SC,-28.0643,-48.629,Garopaba
garuva,SC,-26.0436,-48.8885,Garuva
gaspar,SC,-26.9048,-48.9816,Gaspar
governador celso ramos,SC,-27.346,-48.5472,Governador Celso Ramos
grao-para,SC,-28.1378,-49.3077,Grão-Pará
gravatal,SC,-28.3426,-49.0363,Gravatal
guabiruba,SC,-27.1167,-49.0269,Guabiruba
guaraciaba,SC,-26.5684,-53.6144,Guaraciaba
guaramirim,SC,-26.482,-48.9495,Guaramirim
guaruja do sul,SC,-26.4058,-53.4645,Guarujá Do Sul
guatambu,SC,-27.1027,-52.7788,Guatambú
herval d'oeste,SC,-27.2,-51.4345,Herval D'oeste
ibiam,SC,-27.1911,-51.2365,Ibiam
ibicare,SC,-27.0836,-51.364,Ibicaré
ibirama,SC,-27.0396,-49.5331,Ibirama
icara,SC,-28.7498,-49.2751,Içara
ilhota,SC,-26.8727,-48.8467,Ilhota
imarui,SC,-28.1861,-48.8261,Imaruí
imbituba,SC,-28.2456,-48.6524,Imbituba
imbuia,SC,-27.5015,-49.4067,Imbuia
indaial,SC,-26.9786,-49.2363,Indaial
iomere,SC,-26.9789,-51.2647,Iomerê
ipira,SC,-27.3913,-51.8012,Ipira
ipora do oeste,SC,-26.9972,-53.5003,Iporã Do Oeste
ipuacu,SC,-26.6825,-52.4761,Ipuaçu
ipumirim,SC,-27.0458,-52.1245,Ipumirim
iraceminha,SC,-26.8507,-53.3347,Iraceminha
irani,SC,-27.0275,-51.9093,Irani
irati,SC,-26.6281,-52.89,Irati
irineopolis,SC,-26.328,-50.7862,Irineópolis
ita,SC,-27.2373,-52.3073,Itá
itaiopolis,SC,-26.478,-49.8791,Itaiópolis
itajai,SC,-26.9372,-48.7391,Itajaí
itapema,SC,-27.095,-48.6274,Itapema
itapiranga,SC,-27.1119,-53.7266,Itapiranga
itapoa,SC,-26.0479,-48.6324,Itapoá
ituporanga,SC,-27.4809,-49.5103,Ituporanga
jabora,SC,-27.1259,-51.7868,Jaborá
jacinto machado,SC,-29.0101,-49.8691,Jacinto Machado
jaguaruna,SC,-28.6432,-49.0583,Jaguaruna
jaragua do sul,SC,-26.4359,-49.1603,Jaraguá Do Sul
jardinopolis,SC,-26.7154,-52.882,Jardinópolis
joacaba,SC,-27.1481,-51.583,Joaçaba
joinville,SC,-26.2681,-48.9859,Joinville
jose boiteux,SC,-26.8612,-49.6683,José Boiteux
jupia,SC,-26.4064,-52.7326,Jupiá
lacerdopolis,SC,-27.2576,-51.5929,Lacerdópolis
lages,SC,-27.9724,-50.3782,Lages
laguna,SC,-28.4951,-48.7994,Laguna
lajeado grande,SC,-26.8464,-52.5626,Lajeado Grande
laurentino,SC,-27.205,-49.7299,Laurentino
lauro muller,SC,-28.3847,-49.4602,Lauro Müller
lebon regis,SC,-26.9192,-50.7015,Lebon Régis
leoberto leal,SC,-27.4881,-49.2557,Leoberto Leal
lindoia do sul,SC,-27.0364,-52.0523,Lindóia Do Sul
lontras,SC,-27.1588,-49.5151,Lontras
luiz alves,SC,-26.7191,-48.8878,Luiz Alves
luzerna,SC,-27.073,-51.497,Luzerna
macieira,SC,-26.7993,-51.3639,Macieira
mafra,SC,-26.1929,-49.8784,Mafra
major gercino,SC,-27.4167,-49.0291,Major Gercino
major vieira,SC,-26.5177,-50.3617,Major Vieira
maracaja,SC,-28.856,-49.4546,Maracajá
maravilha,SC,-26.7522,-53.1918,Maravilha
marema,SC,-26.7943,-52.6262,Marema
massaranduba,SC,-26.6101,-48.997,Massaranduba
matos costa,SC,-26.4888,-51.161,Matos Costa
meleiro,SC,-28.8347,-49.6121,Meleiro
mirim doce,SC,-27.1691,-50.1996,Mirim Doce
modelo,SC,-26.7644,-53.0474,Modelo
mondai,SC,-27.0967,-53.4415,Mondaí
monte carlo,SC,-27.208,-50.9005,Monte Carlo
monte castelo,SC,-26.6344,-50.292,Monte Castelo
morro da fumaca,SC,-28.6381,-49.2447,Morro Da Fumaça
morro grande,SC,-28.6985,-49.761,Morro Grande
navegantes,SC,-26.8432,-48.7033,Navegantes
nova erechim,SC,-26.9064,-52.8963,Nova Erechim
nova itaberaba,SC,-26.9471,-52.8535,Nova Itaberaba
nova trento,SC,-27.3081,-49.0339,Nova Trento
nova veneza,SC,-28.7034,-49.6106,Nova Veneza
novo horizonte,SC,-26.4967,-52.7975,Novo Horizonte
orleans,SC,-28.3004,-49.3542,Orleans
otacilio costa,SC,-27.5237,-49.9763,Otacílio Costa
ouro,SC,-27.3002,-51.6784,Ouro
ouro verde,SC,-26.7263,-52.2724,Ouro Verde
paial,SC,-27.2073,-52.4803,Paial
painel,SC,-27.999,-50.0607,Painel
palhoca,SC,-27.7475,-48.6604,Palhoça
palma sola,SC,-26.4027,-53.3338,Palma Sola
palmeira,SC,-27.5372,-50.1751,Palmeira
palmitos,SC,-27.0773,-53.1736,Palmitos
papanduva,SC,-26.4993,-50.1641,Papanduva
paraiso,SC,-26.6717,-53.696,Paraíso
passo de torres,SC,-29.2706,-49.7319,Passo De Torres
passos maia,SC,-26.6988,-51.9499,Passos Maia
paulo lopes,SC,-27.9389,-48.7246,Paulo Lopes
pedras grandes,SC,-28.4522,-49.1914,Pedras Grandes
penha,SC,-26.7814,-48.6379,Penha
peritiba,SC,-27.3466,-51.8736,Peritiba
pescaria brava,SC,-28.4035,-48.889,Pescaria Brava
petrolandia,SC,-27.5479,-49.6842,Petrolândia
balneario picarras,SC,-26.7541,-48.7408,Balneário Piçarras
pinhalzinho,SC,-26.8176,-52.9628,Pinhalzinho
pinheiro preto,SC,-27.0464,-51.2608,Pinheiro Preto
piratuba,SC,-27.4584,-51.7956,Piratuba
planalto alegre,SC,-27.0285,-52.8777,Planalto Alegre
pomerode,SC,-26.7235,-49.1799,Pomerode
ponte alta,SC,-27.4402,-50.3116,Ponte Alta
ponte alta do norte,SC,-27.1937,-50.4209,Ponte Alta Do Norte
ponte serrada,SC,-26.8548,-51.8912,Ponte Serrada
porto belo,SC,-27.1587,-48.5818,Porto Belo
porto uniao,SC,-26.3716,-50.9883,Porto União
pouso redondo,SC,-27.2991,-49.98,Pouso Redondo
praia grande,SC,-29.2031,-50.0452,Praia Grande
presidente castello branco,SC,-27.2382,-51.7937,Presidente Castello Branco
presidente getulio,SC,-27.0391,-49.6984,Presidente Getúlio
presidente nereu,SC,-27.2537,-49.3261,Presidente Nereu
princesa,SC,-26.4259,-53.629,Princesa
quilombo,SC,-26.7344,-52.6835,Quilombo
rancho queimado,SC,-27.6723,-49.0953,Rancho Queimado
rio das antas,SC,-26.8871,-51.0436,Rio Das Antas
rio do campo,SC,-26.8829,-50.1093,Rio Do Campo
rio do oeste,SC,-27.1529,-49.8568,Rio Do Oeste
rio dos cedros,SC,-26.619,-49.3737,Rio Dos Cedros
rio do sul,SC,-27.1837,-49.6261,Rio Do Sul
rio fortuna,SC,-28.0865,-49.1997,Rio Fortuna
rio negrinho,SC,-26.3854,-49.5856,Rio Negrinho
rio rufino,SC,-27.8884,-49.7541,Rio Rufino
riqueza,SC,-26.98,-53.3461,Riqueza
rodeio,SC,-26.8922,-49.3334,Rodeio
romelandia,SC,-26.6727,-53.3167,Romelândia
salete,SC,-26.9524,-49.9925,Salete
saltinho,SC,-26.5784,-53.024,Saltinho
salto veloso,SC,-26.8887,-51.4459,Salto Veloso
sangao,SC,-28.6489,-49.1109,Sangão
santa cecilia,SC,-26.9272,-50.4773,Santa Cecília
santa helena,SC,-26.9175,-53.6384,Santa Helena
santa rosa de lima,SC,-28.0095,-49.1685,Santa Rosa De Lima
santa rosa do sul,SC,-29.1063,-49.739,Santa Rosa Do Sul
santa terezinha,SC,-26.6596,-50.0282,Santa Terezinha
santa terezinha do progresso,SC,-26.5816,-53.1741,Santa Terezinha Do Progresso
santiago do sul,SC,-26.6283,-52.6956,Santiago Do Sul
santo amaro da imperatriz,SC,-27.7433,-48.8044,Santo Amaro Da Imperatriz
sao bernardino,SC,-26.4926,-52.9874,São Bernardino
sao bento do sul,SC,-26.3065,-49.3816,São Bento Do Sul
sao bonifacio,SC,-27.9516,-48.9344,São Bonifácio
sao carlos,SC,-27.0462,-53.029,São Carlos
sao cristovao do sul,SC,-27.2636,-50.3625,São Cristóvão Do Sul
sao domingos,SC,-26.5803,-52.5558,São Domingos
sao francisco do sul,SC,-26.2436,-48.5352,São Francisco Do Sul
sao joao do oeste,SC,-27.0883,-53.5954,São João Do Oeste
sao joao batista,SC,-27.3113,-48.8624,São João Batista
sao joao do itaperiu,SC,-26.5871,-48.8076,São João Do Itaperiú
sao joao do sul,SC,-29.2004,-49.8328,São João Do Sul
sao joaquim,SC,-28.3126,-50.0407,São Joaquim
sao jose,SC,-27.5802,-48.642,São José
sao jose do cedro,SC,-26.4837,-53.5431,São José Do Cedro
sao jose do cerrito,SC,-27.5821,-50.6889,São José Do Cerrito
sao lourenco do oeste,SC,-26.4703,-52.8545,São Lourenço Do Oeste
sao ludgero,SC,-28.3501,-49.1702,São Ludgero
sao martinho,SC,-28.1021,-48.9674,São Martinho
sao miguel da boa vista,SC,-26.6828,-53.2571,São Miguel Da Boa Vista
sao miguel do oeste,SC,-26.7446,-53.5207,São Miguel Do Oeste
sao pedro de alcantara,SC,-27.5738,-48.8273,São Pedro De Alcântara
saudades,SC,-26.8746,-53.0554,Saudades
schroeder,SC,-26.3599,-49.0516,Schroeder
seara,SC,-27.1308,-52.3465,Seara
serra alta,SC,-26.7029,-53.0239,Serra Alta
sideropolis,SC,-28.5661,-49.5176,Siderópolis
sombrio,SC,-29.0677,-49.6679,Sombrio
sul brasil,SC,-26.6924,-52.9335,Sul Brasil
taio,SC,-27.085,-50.1081,Taió
tangara,SC,-27.1288,-51.1342,Tangará
tigrinhos,SC,-26.6765,-53.1686,Tigrinhos
tijucas,SC,-27.2405,-48.7102,Tijucas
timbe do sul,SC,-28.7986,-49.8998,Timbé Do Sul
timbo,SC,-26.7932,-49.2591,Timbó
timbo grande,SC,-26.6333,-50.6454,Timbó Grande
tres barras,SC,-26.1529,-50.2701,Três Barras
treviso,SC,-28.496,-49.5056,Treviso
treze de maio,SC,-28.5432,-49.1433,Treze De Maio
treze tilias,SC,-26.9569,-51.4389,Treze Tílias
trombudo central,SC,-27.3178,-49.8255,Trombudo Central
tubarao,SC,-28.4753,-49.0438,Tubarão
tunapolis,SC,-26.9904,-53.666,Tunápolis
turvo,SC,-28.9082,-49.6751,Turvo
uniao do oeste,SC,-26.7972,-52.8799,União Do Oeste
urubici,SC,-28.051,-49.5532,Urubici
urupema,SC,-28.0426,-49.9349,Urupema
urussanga,SC,-28.482,-49.3274,Urussanga
vargeao,SC,-26.7844,-52.1272,Vargeão
vargem,SC,-27.4744,-50.9352,Vargem
vargem bonita,SC,-26.9386,-51.7371,Vargem Bonita
vidal ramos,SC,-27.4027,-49.3502,Vidal Ramos
videira,SC,-27.0016,-51.1398,Videira
vitor meireles,SC,-26.8159,-49.8334,Vitor Meireles
witmarsum,SC,-26.9542,-49.8431,Witmarsum
xanxere,SC,-26.8478,-52.4384,Xanxerê
xavantina,SC,-26.9847,-52.3158,Xavantina
xaxim,SC,-26.973,-52.5208,Xaxim
zortea,SC,-27.4716,-51.5337,Zortéa
balneario rincao,SC,-28.8116,-49.246,Balneário Rincão
acegua,RS,-31.6695,-54.0747,Aceguá
agua santa,RS,-28.1991,-52.0384,Água Santa
agudo,RS,-29.63,-53.2433,Agudo
ajuricaba,RS,-28.2266,-53.7305,Ajuricaba
alecrim,RS,-27.6431,-54.7567,Alecrim
alegrete,RS,-29.6996,-55.8632,Alegrete
alegria,RS,-27.7924,-54.059,Alegria
almirante tamandare do sul,RS,-28.1136,-52.9377,Almirante Tamandaré Do Sul
alpestre,RS,-27.2044,-53.0339,Alpestre
alto alegre,RS,-28.7946,-52.9734,Alto Alegre
alto feliz,RS,-29.3592,-51.2833,Alto Feliz
alvorada,RS,-30.0055,-51.0387,Alvorada
amaral ferrador,RS,-30.8002,-52.2816,Amaral Ferrador
ametista do sul,RS,-27.3594,-53.2044,Ametista Do Sul
andre da rocha,RS,-28.5789,-51.4878,André Da Rocha
anta gorda,RS,-28.9556,-51.9651,Anta Gorda
antonio prado,RS,-28.873,-51.3415,Antônio Prado
arambare,RS,-30.9323,-51.5706,Arambaré
ararica,RS,-29.643,-50.9349,Araricá
aratiba,RS,-27.3711,-52.3142,Aratiba
arroio do meio,RS,-29.3549,-51.9761,Arroio Do Meio
arroio do sal,RS,-29.4912,-49.8754,Arroio Do Sal
arroio do padre,RS,-31.4346,-52.3901,Arroio Do Padre
arroio dos ratos,RS,-30.1656,-51.7272,Arroio Dos Ratos
arroio do tigre,RS,-29.2582,-53.0626,Arroio Do Tigre
arroio grande,RS,-32.2063,-52.8284,Arroio Grande
arvorezinha,RS,-28.86,-52.1964,Arvorezinha
augusto pestana,RS,-28.5252,-54.0143,Augusto Pestana
aurea,RS,-27.6944,-52.0543,Áurea
bage,RS,-31.1673,-53.8963,Bagé
balneario pinhal,RS,-30.2164,-50.2893,Balneário Pinhal
barao,RS,-29.3892,-51.52,Barão
barao de cotegipe,RS,-27.564,-52.4437,Barão De Cotegipe
barao do triunfo,RS,-30.3954,-51.7921,Barão Do Triunfo
barracao,RS,-27.7302,-51.4322,Barracão
barra do guarita,RS,-27.1988,-53.7661,Barra Do Guarita
barra do quarai,RS,-30.1868,-57.3605,Barra Do Quaraí
barra do ribeiro,RS,-30.352,-51.3241,Barra Do Ribeiro
barra do rio azul,RS,-27.4081,-52.4066,Barra Do Rio Azul
barra funda,RS,-27.916,-53.0424,Barra Funda
barros cassal,RS,-29.1351,-52.6043,Barros Cassal
benjamin constant do sul,RS,-27.4769,-52.6707,Benjamin Constant Do Sul
bento goncalves,RS,-29.0961,-51.5817,Bento Gonçalves
boa vista das missoes,RS,-27.6987,-53.3261,Boa Vista Das Missões
boa vista do burica,RS,-27.6769,-54.1254,Boa Vista Do Buricá
boa vista do cadeado,RS,-28.6497,-53.8423,Boa Vista Do Cadeado
boa vista do incra,RS,-28.8767,-53.4654,Boa Vista Do Incra
boa vista do sul,RS,-29.35,-51.6753,Boa Vista Do Sul
bom jesus,RS,-28.5689,-50.4681,Bom Jesus
bom principio,RS,-29.475,-51.361,Bom Princípio
bom progresso,RS,-27.5415,-53.8302,Bom Progresso
bom retiro do sul,RS,-29.6264,-51.9153,Bom Retiro Do Sul
boqueirao do leao,RS,-29.3096,-52.3975,Boqueirão Do Leão
bossoroca,RS,-28.6556,-54.9812,Bossoroca
bozano,RS,-28.3265,-53.7477,Bozano
braga,RS,-27.5698,-53.7606,Braga
brochier,RS,-29.5335,-51.6275,Brochier
butia,RS,-30.1435,-51.9909,Butiá
cacapava do sul,RS,-30.6383,-53.467,Caçapava Do Sul
cacequi,RS,-29.9207,-54.8722,Cacequi
cachoeira do sul,RS,-30.2262,-52.9595,Cachoeira Do Sul
cachoeirinha,RS,-29.9088,-51.1048,Cachoeirinha
cacique doble,RS,-27.811,-51.6893,Cacique Doble
caibate,RS,-28.3262,-54.658,Caibaté
caicara,RS,-27.2335,-53.4708,Caiçara
camaqua,RS,-30.9247,-51.8288,Camaquã
camargo,RS,-28.6052,-52.2198,Camargo
cambara do sul,RS,-29.082,-50.1143,Cambará Do Sul
campestre da serra,RS,-28.7099,-51.1097,Campestre Da Serra
campina das missoes,RS,-27.9679,-54.8425,Campina Das Missões
campinas do sul,RS,-27.7292,-52.6702,Campinas Do Sul
campo bom,RS,-29.6586,-51.0453,Campo Bom
campo novo,RS,-27.6631,-53.8054,Campo Novo
campos borges,RS,-28.9128,-53.0745,Campos Borges
candelaria,RS,-29.6915,-52.7776,Candelária
candido godoi,RS,-27.9111,-54.7533,Cândido Godói
candiota,RS,-31.6009,-53.753,Candiota
canela,RS,-29.3409,-50.7707,Canela
cangucu,RS,-31.168,-52.6606,Canguçu
canoas,RS,-29.9077,-51.1801,Canoas
canudos do vale,RS,-29.3173,-52.2485,Canudos Do Vale
capao bonito do sul,RS,-28.1813,-51.4079,Capão Bonito Do Sul
capao da canoa,RS,-29.667,-50.0077,Capão Da Canoa
capao do cipo,RS,-28.9046,-54.607,Capão Do Cipó
capao do leao,RS,-31.8453,-52.5187,Capão Do Leão
capivari do sul,RS,-30.1556,-50.4989,Capivari Do Sul
capela de santana,RS,-29.7035,-51.3699,Capela De Santana
capitao,RS,-29.289,-51.9829,Capitão
carazinho,RS,-28.2625,-52.8587,Carazinho
caraa,RS,-29.7591,-50.3339,Caraá
carlos barbosa,RS,-29.3075,-51.5062,Carlos Barbosa
carlos gomes,RS,-27.711,-51.9188,Carlos Gomes
casca,RS,-28.5937,-51.9272,Casca
caseiros,RS,-28.2298,-51.7465,Caseiros
catuipe,RS,-28.2056,-54.0633,Catuípe
caxias do sul,RS,-29.0732,-51.0027,Caxias Do Sul
centenario,RS,-27.7764,-51.9897,Centenário
cerrito,RS,-31.736,-52.807,Cerrito
cerro branco,RS,-29.6166,-53.0144,Cerro Branco
cerro grande,RS,-27.6171,-53.1549,Cerro Grande
cerro grande do sul,RS,-30.5909,-51.7661,Cerro Grande Do Sul
cerro largo,RS,-28.151,-54.7247,Cerro Largo
chapada,RS,-28.0782,-53.096,Chapada
charqueadas,RS,-29.9885,-51.5564,Charqueadas
charrua,RS,-27.9397,-51.9934,Charrua
chiapetta,RS,-27.984,-53.9171,Chiapetta
chui,RS,-33.6353,-53.4141,Chuí
chuvisca,RS,-30.767,-51.9986,Chuvisca
cidreira,RS,-30.1036,-50.2551,Cidreira
ciriaco,RS,-28.3635,-51.9247,Ciríaco
colinas,RS,-29.3853,-51.8641,Colinas
colorado,RS,-28.4788,-52.9756,Colorado
condor,RS,-28.1786,-53.5041,Condor
constantina,RS,-27.674,-52.9837,Constantina
coqueiro baixo,RS,-29.1622,-52.1267,Coqueiro Baixo
coqueiros do sul,RS,-28.1136,-52.7968,Coqueiros Do Sul
coronel barros,RS,-28.3899,-54.0511,Coronel Barros
coronel bicaco,RS,-27.7851,-53.6691,Coronel Bicaco
coronel pilar,RS,-29.2633,-51.7227,Coronel Pilar
cotipora,RS,-29.0176,-51.6987,Cotiporã
coxilha,RS,-28.1,-52.3454,Coxilha
crissiumal,RS,-27.4623,-54.1625,Crissiumal
cristal,RS,-31.0297,-52.0197,Cristal
cristal do sul,RS,-27.414,-53.2427,Cristal Do Sul
cruz alta,RS,-28.702,-53.5568,Cruz Alta
cruzaltense,RS,-27.625,-52.6421,Cruzaltense
cruzeiro do sul,RS,-29.5549,-52.0364,Cruzeiro Do Sul
david canabarro,RS,-28.4127,-51.7908,David Canabarro
